Age,Weak Foot,Skill Moves,Height,Weight,SlidingTackle,HeadingAccuracy,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Positioning,Penalties,Composure,Marking,StandingTackle,shooting_attributes,passing_attribtes,Left,Right,Overall,Value,Potential,Wage
25,3,4,171.76,69,51,50,88,81,94,90,94,76,90,77,75,59,72,50,80,74,80,31,43,74.33333333,75,0,1,83,31000000,84,115000
26,3,3,186.4,83,75,78,76,78,63,68,58,76,60,67,83,89,85,84,69,52,84,83,84,59.66666667,71,0,1,83,27000000,86,21000
28,4,2,176.24,76,85,82,55,78,70,79,60,79,68,81,78,79,78,81,37,45,73,75,86,40.66666667,66,0,1,83,24500000,85,180000
25,3,1,190.88,89,12,14,20,22,45,51,50,80,31,64,31,67,41,22,15,21,20,14,13,15.5,35.25,1,0,83,24000000,87,25000
27,3,4,171.76,73,83,59,82,80,81,74,82,86,80,70,95,77,87,86,79,53,79,85,85,63,77.75,0,1,83,26500000,83,87000
30,3,3,190.88,88,85,80,65,72,65,55,33,81,35,68,81,83,73,85,20,72,85,87,87,54.83333333,60,1,0,83,19000000,83,64000
26,3,4,174,68,83,72,78,83,78,79,69,80,74,47,85,69,68,81,69,57,76,75,83,63,83,0,1,83,26500000,86,170000
27,3,4,181.92,77,40,80,82,82,88,91,84,80,77,78,78,72,60,31,83,77,77,44,41,77.33333333,70.5,1,0,83,30500000,84,57000
28,4,3,174,72,52,45,80,82,82,73,77,81,77,67,86,59,68,70,84,76,85,66,66,77.5,82.75,0,1,83,25500000,83,22000
27,4,3,174,67,59,34,86,84,84,71,91,84,80,67,88,47,64,75,73,64,83,65,64,71,79.25,0,1,83,26500000,83,74000
28,2,1,188.64,83,15,14,19,24,53,49,59,79,49,80,39,63,40,15,11,22,64,17,14,16.66666667,32.5,0,1,83,21000000,84,41000
28,1,1,186.4,82,14,16,19,17,47,51,45,81,43,73,39,69,32,21,10,22,52,15,18,13.16666667,27.5,0,1,83,21000000,84,42000
28,3,3,171.76,66,84,69,75,79,76,72,80,81,80,87,89,70,84,87,67,54,80,84,89,53.66666667,69.75,0,1,83,21000000,83,125000
29,5,4,174,74,55,53,84,86,84,78,87,79,85,69,83,62,69,64,82,72,76,41,53,76.66666667,78,0,1,83,25500000,83,145000
27,3,3,186.4,87,79,83,79,83,69,76,64,84,58,71,90,76,75,79,79,64,76,79,82,78.33333333,77.75,1,0,83,24000000,84,130000
33,2,1,188.64,83,13,13,11,19,51,54,42,78,37,75,32,80,31,20,15,23,65,14,14,23.66666667,28.25,0,1,83,13000000,83,70000
30,2,2,188.64,79,82,85,51,59,50,52,34,78,51,81,67,90,86,83,24,39,79,82,85,30.33333333,43.5,0,1,83,19000000,83,86000
28,3,3,184.16,79,75,68,75,84,65,66,65,83,68,53,79,81,86,83,78,77,85,75,84,71.16666667,81,1,0,83,21000000,83,66000
29,3,2,193.12,88,26,94,68,74,49,54,32,85,32,51,82,92,70,39,89,88,81,38,45,69.5,54,0,1,83,26000000,83,26000
26,3,4,174,66,47,54,78,84,75,72,86,81,80,64,76,38,43,45,79,68,75,66,52,74.66666667,81.25,0,1,83,30500000,84,29000
27,4,4,186.4,88,20,67,81,85,76,82,71,68,50,74,66,86,70,30,79,92,81,10,22,81.16666667,71.5,0,1,83,27500000,83,55000
30,3,3,186.4,78,86,72,68,73,65,64,65,83,62,76,85,81,88,83,53,58,79,82,84,59.5,72,1,0,83,19000000,83,63000
28,3,4,169.52,68,38,59,84,84,85,79,85,81,85,61,82,74,71,42,81,79,82,49,43,72.66666667,79.5,0,1,83,26000000,83,64000
31,3,3,186.4,86,82,81,66,79,59,62,69,75,56,78,66,79,85,85,54,75,77,79,83,69.33333333,72.75,0,1,83,17500000,83,130000
29,1,1,195.36,98,10,15,15,24,38,47,39,83,36,72,32,79,36,23,11,21,61,10,12,14,26.75,0,1,83,20000000,84,38000
30,3,4,167.28,63,21,56,82,88,69,62,84,85,89,70,71,37,50,39,83,81,87,42,31,77.66666667,83,1,0,83,24500000,83,160000
31,2,1,188.64,92,18,23,12,15,56,54,55,77,51,71,32,77,41,20,11,25,63,20,14,14.33333333,32.75,1,0,83,15500000,83,55000
30,2,1,188.64,83,11,11,20,23,53,57,61,80,54,79,45,77,39,22,13,32,66,14,13,17.33333333,34.25,1,0,83,16500000,83,74000
29,4,1,181.92,78,12,10,15,25,48,54,55,80,58,73,45,68,38,21,15,24,57,9,19,13.5,35.5,0,1,83,20000000,84,35000
29,3,2,190.88,86,86,87,60,74,49,53,53,83,48,85,74,84,90,87,51,52,80,85,86,55,71.5,0,1,83,20000000,83,94000
29,3,2,184.16,81,82,78,72,75,66,67,65,83,63,77,86,76,79,86,69,52,83,88,86,59.5,74.5,0,1,83,20000000,83,82000
31,3,3,174,78,78,72,77,78,67,67,78,82,80,82,80,67,80,87,66,61,86,82,82,64.16666667,76.75,0,1,83,17500000,83,64000
33,3,1,184.16,82,13,13,15,17,53,43,52,80,36,74,31,61,37,23,11,11,64,13,15,14.33333333,33.5,0,1,83,13000000,83,51000
31,3,3,174,77,58,74,79,85,56,54,62,81,75,63,56,61,45,50,72,78,92,64,59,76.5,88.75,0,1,83,22000000,83,140000
30,2,4,184.16,82,70,70,89,89,72,72,79,83,76,75,70,89,79,82,70,63,90,75,82,68.33333333,77.75,1,0,83,24000000,83,120000
35,4,5,167.28,72,26,41,84,87,78,78,84,83,90,34,58,60,51,33,77,78,85,31,25,77.16666667,80.25,0,1,83,11500000,83,72000
33,4,1,188.64,82,13,16,11,23,40,46,35,76,45,59,31,70,34,19,15,13,55,12,11,15.33333333,30.75,0,1,83,13000000,83,33000
34,4,2,181.92,83,80,81,64,77,63,67,64,80,72,77,74,81,84,87,55,75,87,90,82,68.33333333,72.25,0,1,83,8000000,83,80000
35,3,1,186.4,92,24,13,10,23,50,63,50,82,60,73,34,72,32,22,13,24,64,20,22,14.33333333,29.25,0,1,83,6000000,83,56000
26,3,1,193.12,81,14,14,12,19,35,37,39,78,27,36,20,68,22,13,14,18,39,12,10,16.16666667,20.25,0,1,82,19500000,85,30000
18,4,2,186.4,88,79,81,65,73,62,72,56,77,59,80,74,87,79,79,44,40,77,84,84,56.5,66.75,0,1,82,27000000,91,11000
22,3,4,188.64,82,74,75,77,82,70,66,69,79,72,69,86,75,63,80,75,46,78,71,80,64.66666667,77.25,0,1,82,29000000,87,59000
21,3,4,167.28,73,70,58,82,83,68,70,79,81,86,83,78,62,73,75,77,69,84,65,76,68.83333333,79.25,0,1,82,32500000,90,125000
19,3,1,193.12,89,16,12,28,28,46,54,64,74,38,72,34,72,30,26,14,24,68,20,14,14.66666667,30,0,1,82,29000000,93,23000
30,4,2,171.76,69,80,70,77,76,80,81,72,80,80,43,93,68,75,82,58,77,81,83,86,56.66666667,74.5,0,1,82,16500000,82,46000
34,3,2,176.24,82,84,83,60,64,68,74,61,78,63,91,76,79,86,82,58,62,70,77,85,64,53.75,0,1,82,6500000,82,39000
30,2,1,188.64,84,13,11,9,21,41,42,34,82,41,67,29,79,34,23,27,14,67,20,17,11.83333333,28.75,0,1,82,14000000,82,32000
23,3,5,169.52,72,36,51,85,83,95,94,94,83,92,65,87,48,60,43,82,66,85,54,46,70.5,73.25,0,1,82,29500000,87,59000
21,3,4,174,68,30,60,86,81,89,90,85,80,78,65,81,62,67,50,77,69,80,24,34,75,74.5,0,1,82,29000000,86,36000
22,3,3,165.04,63,75,55,78,81,81,74,83,79,93,52,85,66,85,87,65,48,78,84,84,68.16666667,77,0,1,82,25000000,87,98000
21,4,4,169.52,73,17,57,85,85,87,82,92,80,84,58,74,64,53,26,79,68,78,21,28,79,79.25,1,0,82,31500000,89,140000
23,3,1,186.4,77,11,15,18,16,45,52,40,74,57,68,42,52,39,16,20,25,62,19,20,19.83333333,41.25,1,0,82,21500000,87,21000
22,3,3,181.92,76,86,83,65,79,80,84,70,80,67,83,82,76,86,81,57,34,76,76,83,45,70.5,1,0,82,25500000,88,53000
23,4,2,184.16,81,81,78,60,76,72,73,62,79,60,79,73,80,80,82,47,43,74,85,82,32,60.75,1,0,82,26000000,88,135000
27,4,4,174,73,26,69,87,86,78,72,82,81,82,69,76,68,73,21,84,88,79,35,20,80.83333333,68.25,0,1,82,26000000,83,54000
24,2,3,174,63,78,63,76,78,81,86,78,81,74,59,89,66,78,80,66,55,73,80,81,53.33333333,76,1,0,82,24500000,87,98000
28,3,3,176.24,79,77,46,66,81,53,35,67,72,72,65,88,75,88,82,60,58,71,72,81,58.83333333,74.5,0,1,82,20000000,83,33000
24,3,5,184.16,77,42,50,86,87,83,83,85,80,79,49,80,63,52,66,78,72,83,65,46,78.33333333,79,1,0,82,29500000,87,110000
22,4,4,184.16,83,24,42,87,85,78,84,82,80,78,63,73,69,42,29,78,54,69,38,20,72.16666667,77.75,0,1,82,30500000,88,68000
23,3,2,188.64,83,82,80,64,65,56,67,59,78,53,81,67,79,72,86,28,36,70,87,86,39.16666667,53.5,0,1,82,24500000,86,95000
23,2,4,181.92,67,25,43,85,83,85,86,83,82,78,63,55,50,48,50,81,59,71,45,43,73.16666667,79.75,1,0,82,29000000,86,94000
24,3,4,181.92,73,79,64,84,83,91,91,78,82,74,73,89,66,73,77,78,46,77,79,79,69.66666667,78,0,1,82,25500000,88,95000
23,3,2,186.4,78,81,76,65,69,63,69,60,78,53,78,75,81,84,85,31,34,76,88,85,38,53.75,1,0,82,26500000,89,84000
25,3,3,184.16,77,80,68,78,81,73,76,72,77,53,84,87,81,76,79,60,46,75,80,83,65,73.75,0,1,82,25500000,88,59000
25,4,4,167.28,63,69,55,79,86,77,79,84,82,87,83,87,61,73,80,69,65,82,76,78,73,77,1,0,82,26500000,84,140000
31,3,3,174,73,51,69,76,76,89,91,75,88,76,76,86,67,92,49,85,81,82,56,52,72.66666667,62.25,0,1,82,20000000,82,96000
24,5,3,176.24,72,32,84,78,75,78,79,79,76,75,83,83,84,83,31,85,77,75,55,23,72.66666667,53.25,0,1,82,30000000,87,58000
26,4,4,174,73,17,45,82,87,76,70,81,82,82,53,74,62,62,43,75,66,77,35,26,73.66666667,80.25,0,1,82,26000000,83,67000
25,3,4,171.76,62,44,64,83,83,84,82,86,83,86,63,87,53,73,53,86,65,84,65,50,75.16666667,75,0,1,82,26500000,83,140000
29,3,4,184.16,82,37,68,86,87,58,62,69,78,39,44,61,79,78,54,77,67,80,46,40,77,79.75,1,0,82,21500000,82,27000
28,4,4,169.52,63,40,45,82,82,90,89,93,80,88,69,84,58,47,49,80,75,78,55,40,74,75,0,1,82,22500000,82,40000
25,3,2,188.64,84,82,80,59,69,67,78,59,82,50,73,60,82,88,80,33,40,72,82,85,43.83333333,68,0,1,82,22500000,84,110000
27,3,4,169.52,67,78,72,78,79,86,84,87,80,82,74,90,67,79,78,82,76,79,76,79,78.83333333,76.25,0,1,82,20500000,83,73000
25,3,2,190.88,99,81,87,70,76,39,53,52,79,58,74,68,89,84,78,60,44,79,81,84,46.83333333,63.25,0,1,82,23500000,85,77000
26,4,3,188.64,89,80,75,75,82,74,81,63,80,49,72,92,85,73,76,80,65,78,77,82,73.33333333,77.5,0,1,82,21000000,83,87000
27,3,3,193.12,84,78,88,64,70,62,62,60,79,37,47,69,88,84,83,48,43,78,78,90,47.83333333,65.75,0,1,82,18500000,82,41000
25,2,4,186.4,79,82,75,78,82,69,76,76,84,67,83,85,91,86,84,78,45,82,79,83,68.66666667,75.75,1,0,82,27500000,85,46000
25,4,4,171.76,71,66,55,87,84,71,70,80,79,80,73,67,66,44,70,77,67,80,68,74,74.33333333,78.75,1,0,82,29500000,87,165000
27,2,2,186.4,78,83,81,60,69,71,74,69,80,67,83,72,82,82,82,51,51,71,82,83,50.66666667,68.75,0,1,82,21000000,83,44000
25,4,3,186.4,84,20,86,83,82,76,86,66,79,60,84,68,78,56,24,85,70,76,37,14,72,69.5,0,1,82,28500000,85,135000
29,3,1,184.16,83,11,12,12,32,54,50,48,78,50,71,40,67,25,25,11,21,61,18,12,16.5,39.25,0,1,82,18000000,84,135000
27,5,4,167.28,68,26,74,84,83,87,83,91,83,87,81,69,60,55,44,87,76,84,34,33,77.66666667,74.25,0,1,82,23500000,82,28000
27,4,3,181.92,73,21,71,80,82,88,88,80,81,72,79,79,76,72,39,85,69,80,32,29,75.66666667,72,0,1,82,26000000,83,33000
26,4,4,171.76,69,46,61,86,84,75,76,80,77,81,40,72,58,46,50,79,69,74,57,49,75.5,82.5,1,0,82,26000000,83,26000
25,3,5,176.24,66,28,47,90,87,89,92,88,77,82,57,76,75,73,23,78,66,81,22,29,65.33333333,74.5,0,1,82,28500000,85,78000
25,3,4,181.92,73,18,49,86,88,77,72,79,83,74,54,73,67,29,28,81,56,72,44,25,79.5,84.5,0,1,82,28500000,85,67000
28,4,4,167.28,63,55,41,84,82,86,76,89,81,92,88,79,67,56,73,72,74,80,56,68,74.66666667,80.25,0,1,82,22500000,82,31000
27,3,3,181.92,73,80,82,70,80,75,72,72,82,71,89,67,71,80,86,61,52,76,77,83,56.16666667,71.75,0,1,82,21000000,83,32000
27,3,2,193.12,92,85,80,64,62,46,64,32,75,30,54,81,94,83,80,49,65,74,84,85,36.5,52.25,0,1,82,21000000,83,19000
26,4,4,186.4,93,30,84,79,80,62,65,65,81,43,72,73,90,65,35,87,80,75,40,32,77.33333333,62.5,0,1,82,26500000,83,44000
27,3,3,186.4,79,84,76,77,79,79,85,79,80,61,84,87,75,77,78,76,53,76,83,82,57,75.25,0,1,82,18500000,82,1000
29,2,2,184.16,78,85,77,53,71,55,59,56,78,58,78,72,87,82,83,39,46,72,81,84,47.66666667,63.5,1,0,82,19500000,83,43000
26,4,3,181.92,78,81,83,73,77,76,78,73,81,74,91,90,79,84,85,75,60,81,80,82,71.5,75,1,0,82,21500000,83,61000
26,2,1,195.36,86,17,14,14,23,44,46,50,81,43,58,44,72,33,16,15,20,40,11,19,16.66666667,32.25,1,0,82,19500000,85,46000
26,4,4,171.76,74,57,51,84,90,74,64,86,84,85,58,73,68,58,65,81,77,85,63,53,74.66666667,83.25,0,1,82,27000000,85,67000
26,3,2,181.92,82,82,81,53,70,58,65,63,82,67,83,68,78,82,82,50,54,73,80,82,54.83333333,63.5,0,1,82,22500000,84,115000
29,4,4,186.4,78,51,61,87,86,69,69,79,78,63,49,62,64,65,69,78,75,80,45,59,76.16666667,83.25,0,1,82,21500000,82,84000
30,5,4,167.28,64,31,55,84,85,79,74,82,81,80,66,70,47,56,49,82,66,77,49,32,73.66666667,76.5,0,1,82,21000000,82,140000
28,3,4,176.24,74,68,70,83,85,75,77,77,82,77,69,84,66,68,72,78,68,82,74,72,79,82,0,1,82,22000000,82,115000
27,2,1,186.4,84,16,17,12,23,44,54,49,79,52,74,36,74,35,18,10,20,58,11,13,13.66666667,31.5,0,1,82,18500000,85,50000
30,3,4,169.52,63,40,56,87,85,93,91,90,79,83,62,79,62,56,49,74,72,74,38,53,74.83333333,76,0,1,82,21000000,82,1000
29,3,2,193.12,74,76,79,72,81,44,55,36,81,31,75,86,92,87,84,70,57,85,81,80,63.16666667,73,0,1,82,17000000,82,77000
30,4,5,171.76,68,42,53,87,88,85,82,92,77,84,68,78,62,58,51,77,80,84,45,49,76,78,1,0,82,21000000,82,1000
27,3,3,181.92,76,67,58,81,82,64,69,73,81,74,66,89,67,73,69,84,75,81,66,70,74,79.5,0,1,82,25000000,83,130000
27,4,3,174,72,79,73,75,80,76,75,74,81,74,73,88,65,70,79,75,66,73,77,82,69.5,82,0,1,82,18500000,82,99000
32,3,3,186.4,83,81,80,79,76,73,70,63,84,58,80,84,77,85,81,75,74,88,81,82,77.33333333,80.5,1,0,82,12500000,82,73000
28,5,3,184.16,82,55,60,80,85,58,55,68,78,63,68,86,68,57,55,79,79,84,57,57,82.33333333,84,0,1,82,22500000,82,125000
31,4,4,160.56,60,28,34,86,86,88,80,94,80,91,34,77,42,75,26,82,73,82,23,29,83.16666667,77.25,0,1,82,20000000,82,15000
29,4,4,190.88,83,39,74,84,85,79,83,70,78,66,67,78,84,84,44,83,77,81,43,48,77.83333333,77.25,0,1,82,22000000,82,120000
30,2,4,169.52,66,43,54,84,83,84,79,87,82,81,81,69,46,57,40,77,71,80,35,42,76.16666667,79.5,1,0,82,21000000,82,22000
28,3,3,181.92,79,76,65,73,80,67,66,70,80,70,79,91,72,77,80,75,64,78,77,79,73.5,83,0,1,82,18000000,82,125000
30,4,4,176.24,76,34,63,82,85,69,67,74,85,76,65,71,72,63,41,85,90,86,57,38,78.66666667,82,1,0,82,21500000,82,45000
33,4,3,181.92,74,82,75,75,79,68,69,67,82,71,77,88,77,80,80,82,45,78,78,80,73.5,77.75,0,1,82,9000000,82,59000
29,3,2,181.92,79,77,73,68,72,52,55,57,78,58,73,90,78,91,85,50,56,75,82,84,56.16666667,66.25,0,1,82,17000000,82,18000
32,3,2,188.64,89,79,77,56,68,52,67,54,75,54,76,84,91,83,83,24,48,77,81,83,53.83333333,53.5,0,1,82,12500000,82,57000
32,3,3,190.88,83,82,83,65,73,49,65,57,77,46,81,80,86,81,77,45,49,78,79,83,54.16666667,67.5,0,1,82,12500000,82,1000
27,3,4,171.76,68,65,72,84,84,77,76,80,82,81,80,85,72,64,76,79,74,82,74,75,72.66666667,76.25,0,1,82,23000000,82,130000
31,2,2,193.12,84,78,89,48,72,36,43,29,84,32,41,74,91,84,85,32,26,86,85,85,41.33333333,54.25,0,1,82,15000000,82,73000
31,3,3,190.88,92,20,90,70,83,43,50,57,83,54,84,62,88,76,42,83,83,78,37,37,76.5,69.25,1,0,82,20000000,82,140000
31,3,2,186.4,77,80,83,54,67,67,69,58,78,56,91,78,77,82,82,30,45,72,85,84,43.33333333,60,1,0,82,15000000,82,73000
31,2,4,167.28,67,73,55,80,84,74,73,81,82,88,74,84,57,72,73,70,70,76,75,75,72.33333333,81,1,0,82,19000000,82,35000
31,3,2,186.4,89,81,80,60,73,34,36,54,76,34,76,62,88,77,83,42,69,78,82,83,63.33333333,66.5,0,1,82,15000000,82,44000
32,2,2,190.88,87,78,85,52,60,50,63,35,77,34,77,68,89,83,82,30,57,71,85,84,37.5,54,0,1,82,12500000,82,17000
31,2,1,190.88,79,13,11,15,18,50,51,52,75,55,68,34,66,34,20,10,19,62,14,11,13,29.75,0,1,82,13500000,82,45000
32,2,1,193.12,89,12,13,18,22,30,33,35,74,32,66,29,58,18,10,10,21,64,27,10,16.5,36.25,1,0,82,12500000,82,15000
32,3,2,184.16,74,83,80,62,66,64,66,65,76,61,78,62,75,86,84,41,51,75,80,84,39.83333333,63.25,0,1,82,12500000,82,115000
31,3,1,186.4,82,19,10,10,23,48,34,57,75,40,80,31,51,11,15,10,21,63,10,17,17,28.5,0,1,82,13500000,82,52000
32,4,3,174,63,74,54,80,84,65,65,76,80,78,62,75,65,83,82,50,72,80,80,78,71.16666667,80.5,0,1,82,12500000,82,98000
35,3,4,169.52,68,82,72,84,86,77,79,84,77,87,80,74,55,78,79,74,70,80,72,79,74.5,80.75,0,1,82,4800000,82,62000
36,5,4,171.76,68,38,67,83,85,72,67,71,83,73,67,70,66,67,29,86,88,83,30,28,81.33333333,72.25,0,1,82,8000000,82,12000
37,3,3,181.92,78,49,92,76,82,64,66,50,85,55,90,60,82,82,23,87,82,87,58,44,73,62.75,0,1,82,8000000,82,29000
36,3,1,193.12,89,12,19,12,22,35,38,46,77,34,50,32,63,17,23,13,23,63,12,13,15.5,35,1,0,82,3000000,82,60000
37,2,1,184.16,83,13,25,25,23,59,57,62,77,46,77,43,70,23,22,16,24,70,24,11,17.5,30.25,1,0,82,1500000,82,10000
20,4,4,184.16,69,33,71,83,80,90,93,88,79,77,68,79,71,70,42,81,74,73,32,40,78.16666667,72.25,0,1,81,27000000,89,110000
30,5,4,167.28,63,23,44,82,82,86,78,89,80,88,44,67,48,41,31,82,74,77,29,13,68.66666667,78,1,0,81,17000000,81,40000
20,4,4,174,78,18,57,86,82,94,90,86,80,84,86,76,59,58,21,80,71,75,45,27,76,73.75,1,0,81,26500000,89,54000
22,3,2,186.4,84,80,75,67,75,72,86,69,81,66,78,76,84,75,79,33,40,76,82,84,41.33333333,67.75,0,1,81,21000000,87,49000
21,3,4,176.24,69,70,64,86,88,74,76,84,83,78,76,74,69,62,78,63,45,86,69,73,62.33333333,82.25,0,1,81,26000000,89,19000
24,3,4,174,67,79,58,80,78,91,92,88,82,83,80,91,62,77,80,72,38,75,75,78,52.83333333,68.5,0,1,81,20000000,86,125000
22,3,4,174,67,73,50,81,81,71,66,79,76,76,59,77,67,69,74,77,46,71,72,74,70.83333333,81,0,1,81,24000000,86,36000
22,4,4,186.4,69,75,67,81,83,69,67,73,79,66,46,73,69,66,77,80,67,77,70,78,72.33333333,78.5,1,0,81,26000000,89,64000
24,3,2,184.16,77,83,79,60,65,68,79,65,74,62,85,72,85,87,81,47,46,70,80,82,44.5,57.75,0,1,81,21000000,87,105000
21,3,4,174,69,74,41,85,85,73,67,82,80,79,52,75,62,76,76,76,55,80,62,75,66.83333333,80,0,1,81,25000000,88,120000
22,4,4,171.76,69,29,60,84,80,94,93,91,77,76,75,80,59,64,45,77,64,77,45,35,73.5,72.75,0,1,81,24000000,86,22000
30,4,4,176.24,69,45,54,87,83,88,88,78,75,80,62,82,60,58,59,77,76,83,63,54,75.66666667,74.25,0,1,81,17000000,81,33000
26,4,3,167.28,73,65,60,78,84,75,70,82,75,88,69,75,63,73,74,73,67,83,69,73,72,81.25,0,1,81,20500000,82,73000
24,4,4,167.28,67,29,40,84,83,85,84,90,79,82,50,79,45,63,38,77,70,79,63,29,76.5,76.5,1,0,81,22500000,84,57000
25,4,3,176.24,68,75,62,81,83,69,70,74,77,74,68,84,66,79,81,69,69,78,75,77,74.66666667,79.5,0,1,81,18500000,84,64000
24,3,4,184.16,78,31,70,82,81,92,94,80,78,55,86,75,85,66,21,76,64,71,52,38,68.33333333,74.5,0,1,81,24500000,87,31000
23,4,4,167.28,68,44,67,87,87,87,82,87,82,83,50,74,63,41,48,82,55,74,58,53,78.5,72.5,0,1,81,24500000,87,54000
22,3,2,186.4,81,84,80,68,74,66,70,61,80,61,72,69,73,73,82,32,36,77,80,86,27.66666667,65,0,1,81,21500000,88,91000
25,4,4,174,73,62,55,83,83,73,69,81,73,77,64,79,68,60,72,77,66,82,57,70,70.33333333,79.75,0,1,81,22500000,84,71000
23,2,1,190.88,78,12,11,14,15,41,46,31,74,47,49,23,56,20,24,18,21,61,20,18,14.5,28.75,0,1,81,17000000,86,36000
24,3,3,181.92,69,80,66,75,77,79,82,76,79,69,69,87,69,79,80,63,40,76,80,81,44.66666667,71,0,1,81,20000000,86,58000
24,5,4,176.24,74,71,52,84,85,82,84,79,76,76,54,72,54,56,75,77,51,75,69,72,72.66666667,80,0,1,81,24500000,88,64000
24,4,3,171.76,69,75,64,83,79,88,87,82,81,77,74,84,60,75,79,75,60,81,76,80,61.5,78.5,0,1,81,19000000,85,64000
22,2,3,167.28,68,79,65,83,82,85,83,85,79,86,64,83,63,68,80,75,51,77,73,78,70.83333333,75,1,0,81,20500000,87,14000
24,3,4,167.28,71,77,52,83,84,82,68,88,83,86,63,72,49,69,84,77,44,75,67,70,80,80.75,1,0,81,24000000,86,54000
25,3,3,181.92,76,75,66,78,80,63,70,60,74,69,72,93,81,78,82,73,54,74,79,83,63.83333333,75,0,1,81,19500000,85,60000
25,4,3,167.28,68,15,77,75,78,89,92,91,79,90,86,72,73,66,20,84,70,75,20,20,71,58.5,0,1,81,22500000,84,14000
31,2,3,176.24,77,14,75,80,80,73,75,73,80,77,74,66,74,58,34,90,80,78,40,16,71.5,62.75,0,1,81,16000000,81,45000
25,3,4,176.24,78,30,73,78,79,78,77,79,81,78,75,82,77,63,39,83,65,76,29,40,79.83333333,75,0,1,81,22000000,83,40000
25,3,3,181.92,76,82,69,76,79,76,74,70,78,68,73,85,69,76,79,71,54,74,78,83,57.16666667,76.75,1,0,81,18500000,84,87000
25,2,2,186.4,83,87,78,43,65,65,77,65,80,59,81,62,78,78,78,30,52,80,83,83,44.66666667,60.75,1,0,81,18500000,84,36000
24,3,4,184.16,78,32,78,74,78,69,74,68,75,63,62,73,78,67,36,81,79,72,35,34,79.33333333,60.75,1,0,81,25500000,88,71000
24,4,3,174,77,51,56,79,81,83,77,75,85,79,75,84,76,70,55,81,65,75,58,55,76.83333333,73.75,0,1,81,22500000,84,54000
23,3,3,184.16,84,81,65,80,79,77,86,68,80,70,71,81,81,75,79,77,50,79,78,79,53.66666667,78,1,0,81,20000000,86,105000
27,3,3,188.64,76,76,58,71,81,52,52,66,85,54,51,93,69,78,81,70,47,78,80,80,48.66666667,71.5,0,1,81,17000000,82,35000
26,3,3,176.24,76,77,73,74,79,82,79,67,77,72,85,90,73,75,79,65,52,67,77,81,59.5,74.25,0,1,81,18000000,84,57000
25,3,4,171.76,68,35,38,85,83,86,77,91,81,83,63,77,62,57,41,81,83,76,30,47,77.66666667,77.5,0,1,81,21500000,83,40000
28,3,4,181.92,81,33,48,87,83,90,91,86,81,78,75,73,68,59,38,76,57,77,31,30,72.33333333,72,0,1,81,18000000,81,76000
27,3,4,184.16,83,50,79,77,79,79,79,76,78,69,89,76,88,87,40,83,79,72,54,42,74.16666667,58.5,1,0,81,21000000,82,48000
27,4,3,181.92,79,80,70,79,80,71,82,72,79,62,73,88,68,74,76,69,76,75,79,81,66.66666667,76.75,1,0,81,16500000,82,68000
27,3,1,184.16,78,12,10,11,23,44,40,36,78,25,62,34,55,23,24,10,20,63,17,11,14.66666667,23,1,0,81,15000000,84,27000
30,3,4,188.64,78,26,58,83,87,67,70,70,80,56,33,64,74,58,46,80,78,80,53,32,82.16666667,79,1,0,81,17000000,81,41000
25,3,3,174,84,33,67,79,81,78,77,73,82,84,78,88,82,78,45,81,72,80,22,50,79.83333333,76.75,1,0,81,22000000,83,76000
24,4,3,171.76,72,26,77,78,81,82,80,83,84,84,75,65,64,59,26,86,71,82,50,21,76.33333333,61.25,0,1,81,23500000,85,59000
28,4,3,184.16,78,23,65,84,83,78,77,74,80,63,70,80,81,61,25,80,74,70,68,21,73.33333333,78.75,0,1,81,18000000,81,65000
25,2,3,184.16,82,68,62,70,80,47,49,49,77,61,32,80,75,92,71,77,63,74,68,72,69.5,80.5,1,0,81,22000000,84,115000
29,2,4,176.24,76,26,63,85,86,69,68,82,78,80,64,69,62,56,31,75,71,82,46,34,73.33333333,81.5,1,0,81,17500000,81,26000
29,4,3,167.28,69,72,53,75,82,76,65,80,76,85,61,87,63,80,74,75,76,76,74,71,73,81.5,0,1,81,17000000,81,76000
25,5,4,167.28,60,60,42,84,86,88,86,92,78,90,51,75,48,48,36,76,68,78,55,48,77.83333333,80.5,1,0,81,19500000,81,77000
28,4,2,186.4,83,85,80,63,67,54,55,50,75,41,81,68,82,87,81,21,52,70,77,83,36,62.5,0,1,81,16000000,82,115000
30,4,3,167.28,64,79,68,63,71,72,70,78,80,92,89,84,83,89,84,58,58,78,80,84,48.83333333,69.75,0,1,81,13000000,81,56000
26,4,5,167.28,72,48,45,86,84,84,77,84,80,91,52,75,73,61,55,74,65,82,35,49,81.66666667,80,1,0,81,19000000,81,130000
25,5,5,169.52,62,31,67,91,84,87,79,90,82,87,72,74,39,45,45,80,68,85,52,40,72.66666667,73.5,0,1,81,21500000,83,18000
25,3,1,193.12,93,12,14,12,22,54,52,53,77,58,59,28,80,26,23,17,25,64,11,18,17.66666667,31.75,0,1,81,16500000,85,61000
26,3,2,190.88,84,78,79,67,71,66,82,59,78,47,54,74,85,81,82,55,53,78,82,80,58,72.25,0,1,81,17500000,82,42000
